FirstName,LastName,DOB,Phone,Email,Address,City,State,Zip,Occupation,Preference,Phase,Approved?,Update
Tyler,Johnson,1990-02-22,357-750-4151,lindseywilkins@carter.net,9121 Stephens Fords Suite 616,South Andrea,WA,91443,Hydrogeologist,cat,adopting,True,2002-12-30
Chelsey,Malone,1997-09-22,924-868-5664,cbennett@smith.com,9861 Rogers Springs,Harrisview,OR,93809,Petroleum engineer,cat,fostering,True,2001-10-10
Zachary,Brown,1970-07-10,899-153-8919,pharris@harris.com,4138 Baker Lodge,New Sarahport,WA,94960,Corporate investment banker,cat,fostering,False,2001-06-01
Dillon,Jordan,1970-08-25,048-016-0479,fpierce@gmail.com,640 Gonzalez Ville,Lake Jasonfort,OR,99328,Database administrator,cat,fostering,True,2000-10-06
David,Velez,1994-11-22,322-456-1821,umiller@hotmail.com,55609 Nathan Turnpike Suite 776,Claudiaport,CA,99150,Theme park manager,dog,adopting,True,2003-09-27
Samantha,Johnson,2001-06-09,218-591-6022,wellssusan@griffith-murphy.com,9384 Paul Spur Apt. 575,North Elizabethmouth,WA,98225,English as a foreign language teacher,cat,adopting,True,2001-03-10
Charles,Newton,1997-07-30,387-681-8787,michellehale@mitchell.com,3432 Merritt Villages Suite 069,South Stefanie,OR,96314,Clinical molecular geneticist,cat,fostering,True,2002-09-29
Sarah,Casey,1977-05-05,733-896-8289,daniel91@hotmail.com,2581 Mcfarland Unions,South Denise,WA,94781,Forest/woodland manager,cat,fostering,True,2002-05-03
Jacqueline,Anderson,1976-06-03,602-292-6434,dana62@lowe.com,23508 Johnny Ford,Jennifertown,OR,91554,Learning disability nurse,dog,adopting,True,2003-04-28
Jamie,Ford,1981-03-15,354-442-8526,casey00@hotmail.com,1994 Reid Greens,Port Loriview,CA,98849,Music tutor,dog,adopting,False,2002-11-23
Lisa,Sloan,1984-09-05,278-304-9285,larrysilva@hotmail.com,2613 Amy Harbor Suite 862,North Haley,CA,94244,"Lighting technician, broadcasting/film/video",cat,fostering,True,2001-03-18
Jasmine,Andrews,1992-01-09,654-327-0274,hromero@johnson.info,269 James Grove Apt. 565,Andersonchester,CA,92968,Phytotherapist,cat,fostering,False,2001-02-10
Rachael,Lowe,1991-04-11,997-517-0350,whitneysteele@frank.com,443 Tamara Grove Suite 359,East Susanborough,OR,93266,Trade union research officer,dog,fostering,True,2000-11-25
Tony,Little,1973-02-21,933-558-9346,burnettjames@martin-wheeler.com,7606 Smith Burgs,Burnetthaven,CA,94087,Retail banker,cat,fostering,False,2002-02-24
Amanda,Rice,1997-08-03,110-233-3508,rickymiller@hotmail.com,09394 Tracy Coves Suite 036,East Williamfurt,CA,95327,"Engineer, building services",dog,adopting,True,2003-04-12
Ruben,Khan,1994-03-28,245-823-0067,mcarney@gmail.com,30937 Clements Trafficway,Samanthaside,CA,94171,Therapeutic radiographer,cat,fostering,True,2000-07-18
Jonathan,Patterson,1999-11-24,662-019-0373,ldudley@welch.net,620 Coleman Plains Suite 209,Ellenborough,WA,96087,Data scientist,cat,fostering,False,2003-10-09
Jeremy,Porter,1988-07-16,309-601-0332,laurendurham@yahoo.com,961 Charlene Row Apt. 209,South Danielle,OR,94543,Higher education careers adviser,dog,adopting,True,2003-12-18
Ian,Gordon,1977-07-13,206-845-0617,chall@campbell.com,1994 Delacruz Drive,Nealmouth,CA,98005,Freight forwarder,dog,fostering,True,2000-10-30
Trevor,Matthews,1987-03-01,257-710-8262,kholland@morgan.com,253 Ryan Flat Apt. 579,Silvamouth,CA,91049,"Conservation officer, nature",cat,fostering,True,2000-04-22
Cesar,Joseph,1974-08-11,947-215-4892,ocole@henry-collins.info,17781 Turner Bridge Apt. 899,Thomasberg,OR,92103,Community development worker,dog,adopting,False,2000-01-07
Jason,Morton,1974-01-07,899-810-0025,greenemelanie@yahoo.com,06290 Daniel Inlet,Mccarthyhaven,OR,94845,"Teacher, secondary school",cat,adopting,True,2002-05-15
Tyler,Little,1978-10-02,399-110-3663,simpsonmichael@burke-jackson.com,80697 Bryan Village Apt. 855,West Bryan,WA,94114,Local government officer,dog,adopting,True,2002-01-09
Mary,Love,2003-07-13,752-279-1498,leelarry@day.com,5312 Solis Meadows Apt. 743,East Joshuaberg,OR,90117,Phytotherapist,dog,fostering,False,2003-02-12
Corey,Riddle,1982-06-12,000-900-5653,jennifer81@yahoo.com,7922 Amy Plains,Port Colin,CA,99193,Sales executive,dog,adopting,False,2002-10-17
Mitchell,Tucker,1999-06-23,419-426-6541,jonathan11@hotmail.com,2057 Martin Valleys Suite 121,West Gabriela,WA,98367,Dentist,cat,adopting,True,2002-12-28
Edward,Contreras,1986-03-02,427-058-5324,albert29@gmail.com,3188 Crystal Forks,Melissashire,OR,96875,Prison officer,dog,adopting,True,2000-08-20
Donna,Bryant,1977-05-06,583-973-5333,areyes@hotmail.com,2172 Ward Glens,Holmesland,CA,98721,Town planner,cat,adopting,False,2003-05-11
Ronald,Kidd,1974-12-22,566-290-0766,rholmes@gmail.com,96924 Kirby Lock,South Paul,OR,90037,Oceanographer,cat,adopting,False,2001-03-10
Alyssa,White,1987-12-19,058-624-6133,danielgonzalez@mack.com,83110 Kayla Isle Suite 566,South Dana,CA,94679,Dispensing optician,dog,adopting,True,2000-03-10
Alison,Sanchez,2000-04-24,708-815-7320,lambphillip@martinez.com,824 King Oval,South James,CA,96244,"Production assistant, radio",cat,fostering,True,2002-07-05
Brian,Ryan,1975-04-28,024-115-1949,rlewis@gmail.com,4864 Reynolds Summit,Port Ericabury,CA,90694,"Surveyor, rural practice",dog,adopting,False,2000-03-29
Paul,Brown,1979-09-14,036-745-3652,villalinda@gmail.com,777 Norman Canyon,Rebeccafurt,WA,96517,Intelligence analyst,cat,adopting,True,2001-06-22
Gregory,Williams,2002-07-06,614-543-3444,vaughnkaitlyn@glover-cooley.info,975 Miller Ways,North Stephaniebury,CA,95660,"Development worker, community",dog,fostering,True,2002-04-27
Christopher,Mccormick,1995-09-25,540-093-7992,perry37@yahoo.com,883 Smith Forks Suite 745,New Monica,CA,97094,Dispensing optician,cat,fostering,False,2002-12-04
Sarah,Cook,1995-04-12,583-865-0024,urodriguez@rodriguez.com,725 Tammy Row,East Brandonshire,WA,98676,Financial trader,cat,fostering,True,2002-03-30
Rebecca,Greene,2003-05-29,864-881-2523,smithrobert@yahoo.com,80417 Murray Junction Apt. 807,Port Michelle,WA,93291,Waste management officer,cat,fostering,True,2003-02-16
Jessica,Martin,1989-01-05,602-882-9710,sarah30@aguilar.com,905 Hudson Union Suite 063,Hamiltonburgh,CA,96972,Aeronautical engineer,dog,adopting,False,2002-02-25
Brandon,Webb,1981-09-27,297-701-6415,johnsonandrea@hotmail.com,4703 White Stream,West Jasontown,WA,94661,Minerals surveyor,cat,adopting,True,2001-01-07
William,Beck,1992-02-28,802-454-3921,davidjohnson@hotmail.com,73359 Kimberly Lodge Suite 074,Steelemouth,OR,95715,Clinical research associate,dog,adopting,False,2001-05-09
Joseph,Vaughan,1996-03-16,556-243-4577,taylorchristopher@manning-miller.com,949 Whitney Groves,Randytown,WA,93122,"Producer, television/film/video",dog,fostering,False,2002-10-17
Jessica,Murphy,1976-07-02,383-349-8644,kingrussell@gmail.com,1022 Thornton Loop Apt. 616,Allisonville,CA,98051,Quantity surveyor,cat,fostering,False,2002-04-16
Daniel,Ball,1976-11-04,794-650-6427,julia52@gmail.com,547 Matthew Summit Suite 011,Laneburgh,CA,92328,"Development worker, community",cat,adopting,False,2003-09-08
Jason,Ochoa,1973-04-21,354-422-7158,maddendominique@long-cole.com,512 Erica Crescent Suite 262,Sylviafort,CA,99384,Public affairs consultant,cat,fostering,False,2002-08-21
Jerry,Smith,1991-12-21,054-922-4171,johnsonherbert@harris-scott.info,086 Le Branch Apt. 242,North Carmen,OR,96978,Television production assistant,cat,adopting,False,2002-02-08
Dustin,Bailey,1979-07-15,506-256-1174,rodriguezjason@hotmail.com,77131 Cheryl Key Apt. 675,West Jeffreystad,CA,93256,Armed forces technical officer,cat,fostering,True,2002-06-26
Jennifer,Robinson,1989-01-31,294-646-3998,qvincent@hotmail.com,439 Turner Loaf,East Sandra,OR,96830,Operational researcher,dog,fostering,True,2003-07-17
Michael,Berry,1988-10-01,785-461-9625,ddavis@yahoo.com,9408 Thompson Port,North Angela,OR,93532,Writer,cat,fostering,False,2002-09-04
Michael,Jenkins,1984-01-11,526-105-9755,ginabutler@glenn-banks.org,199 Paul Motorway,South Scottfort,WA,95610,Public house manager,dog,adopting,False,2000-04-20
Priscilla,Carter,1990-02-26,869-390-9090,ryanwalker@murphy.com,970 Larson Fords,North Patrickfurt,WA,91405,"Surveyor, insurance",cat,fostering,True,2003-06-09
Thomas,Torres,1972-10-24,663-637-2229,christiejackson@hotmail.com,31166 Clark Prairie,West Victoria,CA,93485,"Psychologist, clinical",cat,adopting,True,2003-02-07
Tammy,Hall,1996-01-24,325-670-7608,amanda34@carr.org,46335 Lauren Locks Suite 400,New Alyssa,CA,94066,Psychiatric nurse,dog,adopting,False,2003-02-12
Dawn,Foster,1987-06-27,251-560-6067,petersonmary@yahoo.com,76876 Goodman Squares Suite 132,Jimenezfurt,CA,96712,Tax adviser,cat,adopting,True,2000-12-12
Jessica,Potter,1997-11-14,370-062-6705,jessica88@cabrera-turner.com,221 Ramirez Harbors,Serranoville,CA,95187,Contracting civil engineer,dog,adopting,False,2002-05-08
Mark,Walsh,1986-05-17,516-773-1362,adam94@mcdonald-robertson.com,545 Cook Common,East Nancy,WA,92048,"Psychologist, forensic",cat,fostering,False,2003-09-09
Danielle,Lopez,1988-05-23,244-231-2648,karenbarrera@hotmail.com,52452 Jennifer View Apt. 922,Guzmanmouth,CA,91667,Early years teacher,dog,adopting,False,2001-01-24
Denise,Murphy,1986-10-28,352-733-6322,jasonblake@yahoo.com,8232 Samuel Union,Lisaview,OR,98975,Advertising account planner,cat,fostering,False,2000-08-14
Megan,Foster,1981-11-30,790-744-6326,jamesedwards@hebert.biz,9064 Stone Bridge,Lake Heather,CA,95568,"Sound technician, broadcasting/film/video",cat,adopting,True,2001-04-21
Jessica,Boyd,2002-06-12,708-652-6637,johnsonchristopher@simmons.biz,074 Jamie Orchard Apt. 632,Laurastad,OR,91397,"Teacher, music",dog,adopting,True,2003-12-09
Theresa,Clark,1990-04-05,840-684-2250,kaylastokes@gmail.com,9404 Michelle Isle Apt. 609,Johnsview,WA,90147,"Geneticist, molecular",cat,fostering,True,2001-08-06
Tammy,Jones,1988-05-18,574-030-2753,meganrogers@gmail.com,2725 Heather Lights Suite 509,Yvettetown,CA,91646,Heritage manager,dog,fostering,True,2003-01-23
Chelsea,James,1987-05-19,948-077-1659,johnsontiffany@hotmail.com,526 Hoffman Route Apt. 211,Drakebury,CA,97867,Financial trader,cat,adopting,False,2002-01-27
Jennifer,Robinson,1989-01-17,840-047-5612,julie52@moore.net,70560 Beth Shoal,New William,CA,95547,Clothing/textile technologist,cat,fostering,False,2003-08-16
Courtney,Welch,1997-11-14,734-649-7589,phamilton@vargas-sanders.net,4778 William Meadow Suite 240,Lake Daniel,WA,97716,Camera operator,dog,adopting,True,2000-12-23
Scott,Miller,1973-12-27,965-392-3572,wangandrew@howard-juarez.com,0455 Dorothy Mills Suite 724,Lake Shawnfurt,WA,90454,Software engineer,dog,adopting,True,2000-12-22
Ronald,Smith,1988-11-20,662-432-5512,xphillips@yahoo.com,592 Susan Rue,West Kara,CA,95671,Corporate treasurer,dog,fostering,True,2000-12-12
Stephanie,Cooley,1973-02-07,596-496-8628,yriley@hernandez.info,24722 Miller Extensions,Daleton,CA,96217,Arboriculturist,cat,adopting,False,2001-04-13
Robert,Patton,1973-02-08,847-464-9206,lisameyer@yahoo.com,90551 Richard Estates,North Pamelaburgh,WA,92512,Herpetologist,dog,fostering,False,2003-02-19
Eric,Holloway,1988-03-01,521-907-1252,mejiajeffrey@yahoo.com,39469 Mercer Mission Apt. 987,Fostermouth,WA,99366,Pensions consultant,dog,adopting,True,2003-04-18
Jeremy,George,1989-03-10,604-626-2856,kevin47@good.info,7666 Kristen Squares Apt. 554,Thomasbury,CA,91787,"Civil engineer, contracting",dog,fostering,False,2001-06-01
Garrett,Adkins,1991-07-13,782-654-2096,desiree33@gmail.com,502 Seth Viaduct Apt. 496,Roberthaven,OR,95045,"Lighting technician, broadcasting/film/video",cat,fostering,True,2000-07-19
Eric,Herrera,1977-12-27,596-034-2027,diana91@hotmail.com,7697 Perez Keys Suite 353,Quinnstad,WA,95188,Metallurgist,dog,adopting,True,2000-12-28
Brett,Collins,1979-10-20,748-682-4622,jonathanhernandez@hotmail.com,68557 Richard Via Suite 769,East Elizabethmouth,WA,99428,"Engineer, automotive",cat,adopting,True,2000-04-17
Tonya,Brown,1973-11-27,561-641-5500,judithhoward@duarte-choi.info,285 Parrish Row Suite 118,North Curtisbury,CA,98504,Chartered loss adjuster,dog,adopting,True,2002-04-28
Mark,Anderson,1975-02-12,224-184-8261,ericmcdowell@hotmail.com,3658 Hall Green,Nielsenville,CA,97498,Information officer,dog,fostering,True,2003-05-04
Michael,Harding,2002-08-13,885-231-6639,jessica90@hicks.com,234 Brooks Shore,South Matthew,WA,99235,Charity fundraiser,cat,adopting,True,2003-02-10
Jennifer,Finley,1993-01-30,781-266-8202,levi16@fisher.com,6648 Perry Underpass Apt. 698,Lake Austin,CA,97841,Applications developer,cat,adopting,False,2001-04-21
Andrea,Jackson,1985-08-06,514-729-1707,fwashington@weiss.com,2130 Frank Ways Apt. 481,Port Philipland,OR,93242,Higher education careers adviser,dog,adopting,True,2000-08-26
Amber,Peterson,1991-02-07,532-499-0835,qmartinez@baird-jordan.com,9910 Eric Fort Suite 411,West Devonville,OR,98928,"Therapist, nutritional",cat,adopting,True,2002-08-12
Kenneth,Hart,1988-03-28,794-669-1208,grahamlisa@yahoo.com,14108 Boone Village,Lake Angelaport,WA,97200,Advertising account planner,dog,adopting,True,2001-09-25
Dylan,Oliver,1993-04-07,987-322-7269,hshaw@chapman-drake.net,9583 Robert Drive Suite 726,Brownfurt,WA,94397,Educational psychologist,dog,adopting,False,2002-11-15
Chad,Decker,1979-04-01,281-643-3522,tonyalowe@hotmail.com,57299 Kent Expressway,Cruzhaven,WA,94879,Museum/gallery exhibitions officer,dog,fostering,False,2000-12-14
Jeffrey,Compton,1997-05-08,004-491-5660,bradhogan@hotmail.com,8540 Mayo Rest Apt. 200,South Jonathanberg,WA,94616,"Pharmacist, hospital",cat,fostering,True,2002-05-03
Joshua,Pitts,1990-03-23,348-907-7365,gibsontyler@gordon-wells.com,4538 Charles Cliffs Suite 441,North Cindyfurt,OR,93491,"Therapist, sports",dog,adopting,True,2002-10-11
Alison,Dawson,1981-03-16,277-227-8922,kmartinez@yahoo.com,8142 Emily Mountains,Danielmouth,CA,93533,"Teacher, music",cat,adopting,False,2001-01-09
Autumn,Acosta,1984-04-05,111-678-1479,georgepacheco@nielsen-marquez.info,579 Owens Parks Apt. 857,Henrystad,WA,90513,Farm manager,cat,adopting,True,2000-08-24
Daniel,Moyer,1979-01-29,706-169-9033,smithstephanie@yahoo.com,8866 Pearson Crest Apt. 427,New Jonathan,OR,98944,Press sub,cat,adopting,True,2000-02-29
Scott,Williams,1979-11-15,061-891-7226,jessicacruz@gmail.com,61237 Williams Haven Suite 859,East Scott,WA,96987,Ambulance person,dog,fostering,False,2000-08-14
Samuel,Reynolds,1997-05-26,925-286-9761,cuevasjustin@hotmail.com,631 Samuel Dam Apt. 142,Underwoodville,CA,91307,Materials engineer,dog,fostering,False,2002-05-17
Joshua,Hart,2000-03-05,197-193-2905,swilson@yahoo.com,576 Victoria Lodge,Louisshire,WA,96885,"Engineer, structural",dog,adopting,False,2002-01-08
Crystal,Ramirez,1996-04-13,146-370-4045,pvaughan@taylor-chavez.com,04828 Brooke Estates,Armstrongfort,WA,99174,Art therapist,dog,fostering,False,2002-03-02
Tamara,Phillips,1999-08-21,735-495-7808,johnsmith@chen-harrison.com,8063 Laura Highway Apt. 635,East Natalie,WA,96933,"Journalist, broadcasting",cat,fostering,False,2003-10-12
Rachael,Graham,1988-10-04,940-294-5898,markschwartz@smith.biz,82382 Thompson Locks Apt. 625,Justinborough,OR,99038,"Horticulturist, commercial",cat,adopting,True,2000-11-01
Samantha,Pace,1972-10-23,552-372-3938,edelgado@hotmail.com,8813 Macdonald Lodge Suite 279,South Tamara,WA,95563,Technical sales engineer,dog,fostering,True,2002-01-14
Howard,Butler,1997-07-10,937-363-1783,yhurst@yahoo.com,6604 Ashley Loaf Suite 284,Erinport,CA,98507,Orthoptist,dog,fostering,True,2001-05-03
Lisa,Hernandez,1979-02-03,968-216-2381,ywatson@jones.com,19780 Mary Pine Suite 144,Edwardborough,OR,97733,"Clinical scientist, histocompatibility and immunogenetics",cat,adopting,False,2000-01-29
Amanda,Scott,1979-07-23,875-194-3330,kendracarter@spencer-frye.com,4659 Walker Meadows,Taylorburgh,CA,98926,Recruitment consultant,dog,adopting,True,2003-07-17
Kathleen,Torres,1974-10-17,085-624-6347,orogers@farley-whitney.biz,2198 Carson Drives Suite 844,Jenniferport,OR,99224,"Engineer, electronics",dog,adopting,True,2003-01-20
Michael,English,1978-06-15,811-873-7699,carolyn81@edwards-le.com,359 Jared Points,Popemouth,WA,94204,Audiological scientist,dog,fostering,False,2000-07-18
Christopher,Hood,1990-11-27,748-575-5009,vlara@yahoo.com,84652 Ralph Pike Apt. 430,New Amanda,OR,97814,"Therapist, horticultural",cat,adopting,True,2000-07-31
Virginia,Gillespie,1999-04-22,795-667-4256,johnhinton@ross.com,77619 Wilson Via,Hopkinschester,OR,97290,International aid/development worker,cat,adopting,False,2003-07-28
Mike,Patel,1986-04-01,751-492-8740,ruben77@yahoo.com,086 Thomas Manors,West Christopherberg,CA,91848,Field trials officer,dog,adopting,False,2003-04-10
Suzanne,Woodard,1983-09-14,094-045-5685,zpope@house-bailey.net,46283 Olivia Stravenue,Port Samantha,CA,93183,Graphic designer,cat,fostering,False,2002-03-11
Alexis,Morgan,1981-09-12,753-285-5113,brandi44@hotmail.com,98375 Owen Stream Apt. 332,Lake Ericton,WA,92588,Administrator,dog,fostering,True,2003-12-23
Diana,Delgado,1971-11-20,888-689-2330,mackanthony@yahoo.com,40759 Shannon Lights Suite 801,Lake Emily,CA,99404,Marketing executive,cat,adopting,True,2003-10-15
Mikayla,Villegas,1997-06-13,060-097-2553,saracollins@gmail.com,9311 Ronnie Corner,West Joshua,WA,98375,"Surveyor, commercial/residential",cat,adopting,True,2000-05-21
Jessica,Moreno,1989-10-04,528-285-5230,bsmith@yahoo.com,724 Frank Pines,Lake Kenneth,OR,93062,Horticultural consultant,dog,fostering,False,2002-10-24
Scott,Fox,1973-04-30,894-032-8042,parkchristopher@wallace.com,8223 Wilson Stravenue Apt. 621,New Timothy,CA,90518,Geophysicist/field seismologist,cat,adopting,False,2001-05-23
Maria,Fisher,2000-02-18,600-701-6926,pdavis@hotmail.com,648 Guzman Junction,Port Laura,CA,99486,Office manager,dog,fostering,True,2000-11-20
Rebecca,Allen,2003-08-30,518-772-1159,leeeric@price-boyd.com,5740 Turner Corner,Jonesview,CA,90030,Further education lecturer,cat,fostering,True,2002-10-15
Garrett,Perez,1975-01-13,624-348-4463,dale73@smith.com,027 Dylan Valley,Port Markhaven,OR,91339,"Editor, commissioning",cat,adopting,False,2002-01-23
Shelby,Brown,1971-02-13,467-853-0876,odonnellkaren@taylor.com,6875 Jones Fords Apt. 208,Potterside,WA,93562,"Clinical scientist, histocompatibility and immunogenetics",dog,adopting,False,2001-03-05
Samantha,Hunter,1996-02-26,984-492-6956,jasmine08@hotmail.com,8601 Smith Trafficway,Robersonton,WA,95085,Associate Professor,dog,fostering,True,2003-05-27
Mia,Suarez,1971-08-19,708-110-5694,roblesjill@yahoo.com,273 Gonzalez Parkway Suite 079,East Andrew,CA,92845,Land/geomatics surveyor,cat,adopting,False,2003-02-26
Tiffany,Grant,1975-03-19,126-015-7576,fisheramy@phillips.net,2154 Hannah Stravenue Suite 879,North Heathershire,OR,93166,Community education officer,cat,fostering,True,2001-07-27
Dylan,Jones,2001-11-12,637-757-4467,dbrennan@gmail.com,512 Melissa Ferry,Michelleside,CA,93402,Textile designer,dog,adopting,True,2001-03-28
Erica,Davis,2001-11-14,680-302-4820,kruegerrussell@hotmail.com,32227 Hodge Lake,Taylorland,OR,90810,"Engineer, mining",dog,fostering,True,2000-06-12
Ian,Graham,1972-11-18,474-882-7418,david93@anderson.net,195 Woods Highway,West Nicoleborough,CA,90599,Computer games developer,cat,adopting,True,2002-10-25
Anna,Brown,1990-09-24,748-053-3849,thompsondavid@mcconnell.com,5557 John Expressway Suite 964,North David,WA,97268,Civil Service fast streamer,dog,adopting,False,2001-03-13
Erin,Morgan,1970-01-26,337-217-8440,twang@alvarez.com,30017 Breanna Point,Richardsonshire,OR,96902,"Psychologist, clinical",cat,adopting,True,2000-05-14
Heather,Dean,1980-09-01,972-154-0465,haynesgerald@lee.net,2176 Alex Track,East Geraldburgh,OR,97014,Financial trader,cat,fostering,True,2002-06-27
Jennifer,Colon,1999-07-09,607-716-4720,amyharvey@lopez.com,92314 Jimenez Pike Apt. 662,Sawyermouth,CA,98469,Comptroller,cat,adopting,True,2001-01-17
Anthony,Short,1979-01-18,079-806-0958,othompson@gmail.com,91362 Rosario Mall Suite 418,Lake Michealtown,CA,95401,Field seismologist,cat,adopting,True,2003-04-08
Amy,Black,1974-07-06,049-124-1757,francowilliam@woods.info,9859 Payne Light Apt. 996,South Michele,WA,98451,"Designer, furniture",cat,fostering,False,2002-05-27
Brandi,Calhoun,1993-03-13,491-454-8127,dominic99@hotmail.com,56093 Flowers Brooks Suite 460,South Stephen,WA,93103,Archaeologist,cat,fostering,False,2003-12-29
Michael,King,1988-11-03,518-670-0373,larry93@hotmail.com,695 Daniel Brook,Scottton,OR,97040,Counsellor,dog,fostering,False,2001-07-19
Kelly,Massey,1971-05-12,174-023-7876,dustinmarshall@gmail.com,58262 Andrea Knolls,Angelaburgh,CA,98919,Site engineer,cat,adopting,True,2002-08-23
Kristin,Ritter,1977-08-07,235-834-8835,williamsamy@gmail.com,1072 Cory Hill Apt. 010,New Toniburgh,WA,97973,Restaurant manager,dog,adopting,False,2002-02-19
Edward,Oneal,1999-12-08,454-945-2084,andrewdeleon@hotmail.com,4648 Powell Bypass Suite 919,Douglasview,WA,90408,Sports coach,cat,adopting,False,2000-01-25
Nathaniel,Oconnor,1970-11-19,049-387-3226,alexander04@gmail.com,338 Baker Highway,Laurafurt,OR,99390,"Scientist, water quality",cat,fostering,False,2003-09-08
Daniel,Marshall,2003-10-21,068-098-2425,savannah11@hotmail.com,1492 Michael Coves Suite 040,North Jill,OR,90458,Risk analyst,cat,fostering,False,2001-02-18
Shane,Booth,1996-06-02,439-473-4953,pamelamedina@gmail.com,899 Orr Pike Suite 028,Lawrencebury,CA,94325,Advertising art director,dog,adopting,False,2000-01-28
Brandon,Perry,1981-01-08,519-634-9553,matajohn@hotmail.com,24605 Lisa Stravenue Suite 676,Gibbsview,OR,92128,Geophysicist/field seismologist,dog,fostering,True,2000-04-14
Angelica,Smith,1976-11-14,093-048-0465,jponce@gmail.com,7390 Park Tunnel Apt. 294,Millerfurt,WA,98751,Electrical engineer,dog,adopting,False,2000-02-23
Maria,Lyons,1977-10-06,882-670-2176,fuentescheryl@hotmail.com,870 Carla Shore,North Stephen,WA,97454,Professor Emeritus,cat,fostering,False,2000-06-23
Leah,Bryant,1997-11-20,829-283-4259,lawsonjoseph@hotmail.com,56896 Robertson Squares,South Jennifertown,WA,93402,Manufacturing engineer,dog,fostering,False,2000-10-26
Brittany,Miller,2003-05-13,449-536-1322,lloydteresa@peterson.com,4419 Jessica Square Suite 739,New Donaldburgh,CA,92774,Dietitian,cat,fostering,True,2001-06-21
Kathryn,Booth,1998-04-30,033-140-4773,jonathanblack@gmail.com,52872 Wade Greens,New Lori,CA,93717,Archivist,cat,adopting,False,2002-12-29
Anna,Vega,1981-10-10,461-832-7521,dalewashington@scott.com,633 Garrett Unions,Lake Theresa,OR,94428,Dietitian,dog,adopting,True,2003-04-06
Jessica,Thompson,1986-05-16,101-955-5632,rita35@hotmail.com,828 Williams Groves Suite 328,Port John,WA,90505,"Therapist, art",cat,fostering,True,2002-01-02
Christine,Daniel,1976-12-25,537-942-9021,twalker@gmail.com,1295 Ray Wells Apt. 040,South Wesley,CA,99006,Medical technical officer,dog,fostering,True,2003-07-10
Kevin,Sanders,2000-04-12,679-286-8332,justin03@yahoo.com,04184 Smith Lodge,Christopherton,OR,96819,Warden/ranger,cat,fostering,True,2002-12-23
Joshua,Schultz,1986-03-16,657-425-5953,todd93@rice-king.com,4838 Richardson Rapid,Warrenborough,WA,92818,Multimedia programmer,cat,adopting,False,2001-05-24
Michael,Levy,1989-10-11,249-681-7487,flane@kelly-richardson.biz,5776 Kayla Mission Apt. 691,Davidhaven,WA,96170,Illustrator,dog,fostering,True,2003-04-18
Maria,Meyers,1980-02-09,593-916-5441,vwatson@baird-bauer.org,742 James Summit Apt. 604,Eugenebury,CA,99319,Analytical chemist,dog,fostering,False,2001-02-04
Ellen,Ortiz,1976-08-28,271-353-4360,ycopeland@gmail.com,9736 James Parkway,Jamesshire,OR,92727,Teaching laboratory technician,dog,fostering,True,2003-01-10
Glenn,Brown,1988-06-18,233-919-0255,aharvey@lee-martin.org,79954 Jennifer Ford Apt. 340,Lake Melissafurt,OR,91573,Cabin crew,cat,adopting,True,2003-09-14
Jade,Robinson,1991-01-14,756-926-5794,linyesenia@mcbride.com,88289 Jessica Plain,Johnhaven,WA,92728,Chartered accountant,cat,fostering,False,2003-11-03
Michael,Pearson,1987-02-22,926-608-5005,kenneth84@gmail.com,82029 Travis Run,North Ryan,CA,95878,Charity fundraiser,cat,fostering,False,2000-10-16
Angie,Dixon,1982-06-29,023-409-3490,dtodd@taylor.com,9783 Lara Hill,South Adam,OR,93630,Government social research officer,cat,adopting,True,2001-09-03
Susan,James,1999-05-28,767-207-4764,wyattamanda@hotmail.com,6353 Gary Meadows,Chavezport,WA,90384,"Scientist, research (life sciences)",dog,fostering,False,2002-02-05
Benjamin,Winters,1996-03-15,860-878-4825,chenjulia@thompson.com,0719 Sanchez Hollow Apt. 198,Amyfort,OR,90559,Community pharmacist,dog,fostering,False,2001-02-01
Leslie,Gonzalez,1997-02-14,646-789-6984,christinecole@murray.net,5842 Daniel Overpass Apt. 450,Combsport,OR,91006,Product/process development scientist,cat,adopting,False,2003-12-21
Dustin,Patterson,1982-11-01,858-828-2542,newmanbrittany@hotmail.com,1770 Rivera Mission Apt. 595,New Ashley,WA,91886,Public librarian,dog,adopting,True,2001-09-17
Donna,Smith,2001-10-25,496-146-8788,twalter@hotmail.com,11501 Rodriguez Course,Thomasfurt,WA,92952,Pharmacologist,cat,fostering,True,2003-11-06
Catherine,Charles,1976-02-28,283-640-0762,mooreanita@hotmail.com,899 Alexandria Loaf Suite 630,Charlesbury,WA,93745,Mining engineer,cat,adopting,True,2001-09-05
Brandon,Cantu,1988-11-18,142-493-4106,vazquezdaniel@gmail.com,797 Melissa Park,Benjaminland,WA,96231,"Teacher, English as a foreign language",cat,fostering,False,2002-07-15
Anthony,Skinner,1998-03-26,394-360-3761,wlee@williams.com,17548 Christopher Track Apt. 329,Zunigafort,OR,95068,Economist,dog,fostering,False,2001-01-07
Jason,Jennings,2000-04-18,007-929-4479,burnsjohn@yahoo.com,3258 Catherine Common Suite 212,West Seth,OR,96102,Land/geomatics surveyor,cat,adopting,True,2002-12-29
Jason,Torres,1974-10-10,124-157-0640,shanson@simmons-francis.org,1917 Brenda Cape,Lake Michaelview,WA,93833,Exhibition designer,cat,adopting,False,2002-11-21
